91,Decode Ways,https://leetcode.com/problems/decode-ways/,Medium
-1,"Count subsequences of type a^i, b^j, c^k",https://practice.geeksforgeeks.org/problems/count-subsequences-of-type-ai-bj-ck4425/1#,Medium
198,House Robber,https://leetcode.com/problems/house-robber/,Medium
-1,Paint House,https://www.pepcoding.com/resources/online-java-foundation/dynamic-programming-and-greedy/paint-house-official/ojquestion,Easy
